5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
4.999999999999999445e-01,1.813811617567309052e-16,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,4.999999999999999445e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999993339e-01,1.282550977754948531e-15,4.999999999999994449e-01
4.999999999999998335e-01,2.820544276170733772e-16,4.999999999999998890e-01
4.999999999999999445e-01,1.983869789888377531e-17,5.000000000000001110e-01
4.999999999999994449e-01,9.906427366117625007e-16,4.999999999999996669e-01
4.999999999999997780e-01,4.439947895220771677e-16,4.999999999999997780e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
5.000000000000000000e-01,4.243807386376824482e-17,5.000000000000001110e-01
4.999999999999998890e-01,1.393424442850610471e-16,5.000000000000000000e-01
4.999999999999999445e-01,1.541592722683317245e-16,4.999999999999998890e-01
4.999999999999998890e-01,1.461547774722636960e-16,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,4.999999999999999445e-01
4.999999999999995559e-01,9.481155576263839214e-16,4.999999999999994449e-01
4.999999999999997780e-01,4.279428778466972016e-16,4.999999999999998890e-01
4.999999999999998335e-01,2.300165258356254405e-16,5.000000000000000000e-01
4.999999999999996114e-01,8.028491371553559174e-16,4.999999999999995004e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999995559e-01,8.470504765478089362e-16,4.999999999999996669e-01
4.999999999999994449e-01,1.130503149934206983e-15,4.999999999999993894e-01
4.999999999999995559e-01,8.720797227447937088e-16,4.999999999999996669e-01
4.999999999999998890e-01,2.544128562256366274e-16,4.999999999999998890e-01
4.999999999999998890e-01,1.168023729748075509e-16,5.000000000000000000e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
4.999999999999998890e-01,0.000000000000000000e+00,5.000000000000002220e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000001110e-01
4.999999999999998890e-01,1.914990314767888649e-16,5.000000000000000000e-01
4.999999999999997780e-01,4.642231813107429769e-16,4.999999999999997780e-01
4.999999999999996114e-01,5.790217858302600925e-16,4.999999999999998890e-01
4.999999999999997780e-01,4.245519622614817993e-16,4.999999999999998890e-01
4.999999999999997780e-01,4.265338813776157464e-16,4.999999999999998335e-01
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
